OverAllReliabilityScore,AvgSuccessRateOnSimilarTasks,AvgSubmissionQualityOnSimilarTasks,TasCompletionTime(Days),TaskTotalPrize,numberOfCurrentlyRegisteredButNotYetSubmittedTasks,numberOfRegisteredTasksInLastXDays,numberOfSubmittedTasksInLastXDays,numberOfWonTasksInLastXDays,averagePriceOfRegisteredTasksInLastXDays,AverageofCurrentlyRegisteredButNotYetSubmittedTasksForTopYCompetitiors,AverageNumberOfRegisteredTasksForTopYCompetitiorsInLastXDays,AverageNumberOfSubmittedTasksForTopYCompetitiorsInLastXDays,AverageNumberOfWonTasksForTopYCompetitiorsInLastXDays,AverageofAverageTotalPrizeForTopYCompetitiorsInLastXDays,AverageofAverageSubmissionQualityForTopYCompetitiors,AverageofAverageSucessRateForTopYCompetitiors,WinRate,PlacementInCompetitions,MinimumSubmissionQuality,AverageSubmissionQuality,MaximumSubmissionQuality,AverageSubmissionQualityInSameChallengeTypeTopYCompetitiors,PlacementInSameChallengeTypeTopYCompetitiors,KnownAndRequiredTechnologyRatioConsideringLastXMonths,NumberOfUnexploredTechnolgiesConsideringLastXMonths,WinnerOrNon-Winner
0.571428571,0.363636364,83,7,1750,0,45,39,33,475.1111111,0,58,16,13,1373.273678,80.08333333,0.202222222,1,1,83.75,88.2825,95.63,72.512671,8.964285714,0.03030303,0,Winner
0.5,0.142857143,95.83333333,7.000694444,250,0,12,8,1,591.6666667,0,75,25,5,749.3307434,96.80216667,0.075023923,0.2,67.4,80,95.83333333,100,96.36187077,14.00941268,0.25,0,Non-Winner
0.315789474,0,91.56,5.000694444,2600,0,43,14,12,1381.395349,0,86,15,8,1440.280528,51.892,0.043214286,0.833333333,1.333333333,81.25,91.56333333,100,73.54173913,7.947463768,0,0,Winner
0.205128205,0.035087719,82.23,30.00416667,200,0,113,5,5,1651.778761,0,135,23,10,999.0033777,78.26933441,0.315965041,1,1,100,100,100,100,1,0.05,0,Non-Winner
0.75862069,0.095238095,97.5,7.000694444,50,0,31,21,3,537.0967742,0,80,27,8,801.9419297,96.48704167,0.048218029,0.136363636,24.22727273,97.5,97.61363636,100,97.14140015,21.33006462,0.666666667,0,Non-Winner
0.75862069,0.1,97.61363636,7.000694444,250,0,31,21,3,530.6451613,0,75,25,5,749.3307434,96.80216667,0.075023923,0.136363636,24.72727273,97.5,97.61363636,100,96.36187077,14.00941268,0.416666667,0,Non-Winner
0.454545455,0.1,90.48,8.000694444,0,0,11,5,1,0,0,177,7,1,717.1017417,0,0,0.2,4.8,66.92,86.718,100,97.91666667,41.07280702,1,0,Non-Winner
0.220338983,0.297297297,100,30.00347222,50,0,87,17,13,793.6321839,0,63,8,2,596.1333487,38,0.05,1,1,100,100,100,40,1,0.58974359,0,Winner
0.638888889,0.583333333,95.02310345,6.19375,1700,0,35,18,15,648.2857143,0,100,23,12,1214.26766,69.47137363,0.194310264,0.826086957,8.652173913,88.13,94.32173913,100,93.08265064,13.53429487,0.666666667,0,Non-Winner
0,0,0,5.000694444,1050,0,0,0,0,0,0,160,10,5,1243.360546,57.65816667,0.1,0,100,0,0,0,93.5269,15.622,0,4,Non-Winner
0.131578947,0.215686275,94.314,30.00347222,400,0,131,18,14,1615.267176,0,81,18,15,1384.895913,39.79494444,0.129979879,1,1,100,100,100,80,1,0.476190476,0,Winner
0.866666667,0.753846154,95.73615385,6.19375,1700,0,37,30,25,1053.378378,0,99,20,10,1133.249128,69.32876355,0.1602077,0.923076923,2.128205128,80,95.33205128,99.38,92.88058821,14.83908863,0.96,0,Winner
0,0,0,8.998611111,2400,0,0,0,0,0,0,63,17,14,1192.338423,41.6,0.102222222,0,100,0,0,0,86.73533333,10.03333333,0,2,Non-Winner
0,0,0,7,1750,0,26,0,0,1646.153846,0,47,22,18,1161.95124,83.35,0.261616162,0,100,0,0,0,70.669171,7.464285714,0,1,Non-Winner
0,0,0,8.998611111,2400,0,0,0,0,0,0,63,17,14,1192.338423,41.6,0.102222222,0,100,0,0,0,86.73533333,10.03333333,0,2,Non-Winner
0,0,0,30.00347222,50,0,763,0,0,1120.581258,0,79,10,4,716.3597855,58,0.109459459,0,100,0,0,0,60,1,0,0,Non-Winner
0.666666667,0.166666667,97.5,7.000694444,250,0,28,17,4,866.0714286,0,76,25,5,682.2454899,96.82489394,0.06169059,0.1875,9.5625,81.25,96.484375,97.5,96.58772305,17.04236722,0.375,0,Non-Winner
1,0,97.5,7.000694444,50,0,2,2,0,150,0,80,27,8,801.9419297,96.48704167,0.048218029,0,24.5,97.5,97.5,97.5,97.14140015,21.33006462,0,0,Non-Winner
1,0,97.5,7.000694444,250,0,3,3,0,116.6666667,0,75,25,5,749.3307434,96.80216667,0.075023923,0,25.66666667,97.5,97.5,97.5,96.36187077,14.00941268,0,0,Winner
0,0,0,30.00347222,50,0,0,0,0,0,0,79,10,4,716.3597855,58,0.109459459,0,100,0,0,0,60,1,0,3,Non-Winner
1,0.333333333,92.19,6.19375,1700,0,4,2,1,825,0,88,25,14,1156.217435,69.57599432,0.296691217,0.5,2.5,87.5,92.19,96.88,93.94699847,9.398062988,0,0,Non-Winner
0,0,0,7.000694444,50,0,0,0,0,0,0,80,27,8,801.9419297,96.48704167,0.048218029,0,100,0,0,0,97.14140015,21.33006462,0,1,Non-Winner
0.666666667,0.691489362,98.67983871,30.00416667,150,0,36,19,15,677.5,0,241,12,5,1140.500114,36.159,0.132352941,1,1,100,100,100,40,1,0.35,0,Winner
0,0,0,28.00069444,0,0,0,0,0,0,0,35,7,3,1100.408145,56.47155556,0.053333333,0,100,0,0,0,96.07369697,16.91717172,0,2,Non-Winner
0.625,0,95,7,1750,0,11,5,0,247.7272727,0,47,22,18,1161.95124,83.35,0.261616162,0,16.8,87.5,95.5,97.5,70.669171,7.464285714,0,0,Non-Winner
0,0,0,7.000694444,50,0,13,0,0,1407.692308,0,80,27,8,801.9419297,96.48704167,0.048218029,0,100,0,0,0,97.14140015,21.33006462,0,0,Non-Winner
0.470588235,0.411764706,96.514,6.225,1800,0,19,11,10,1660.526316,0,170,11,5,1434.477004,16.75,0.2,1,1,92.5,96.6425,98.75,92.65803077,12.72615385,0.74,0,Winner
0.111111111,0,97.5,7.000694444,250,0,14,1,0,1310.714286,0,75,25,5,749.3307434,96.80216667,0.075023923,0,30,97.5,97.5,97.5,96.36187077,14.00941268,0,1,Non-Winner
0,0,0,7.000694444,50,0,4,0,0,225,0,80,27,8,801.9419297,96.48704167,0.048218029,0,100,0,0,0,97.14140015,21.33006462,0,0,Non-Winner
0.555555556,0.535714286,95.13210526,30.00416667,100,0,53,43,25,550.5660377,0,234,7,1,714.5494381,20,0.2,1,1,100,100,100,40,1,0.28,0,Winner
0.006493506,0,0,30.00416667,150,0,384,23,1,1206.135417,0,172,12,8,1034.77303,55.89496774,0.270650814,1,1,100,100,100,40,1,0,0,Non-Winner
0.416666667,0,0,5.999305556,2450,0,7,2,0,1314.285714,0,102,20,16,1558.665976,86.33333333,0.071356421,0,46.6,62.5,83.25,100,93.68595671,7.00952381,0,1,Non-Winner
0.909090909,0.1,97.75,7.000694444,250,0,11,10,1,263.6363636,0,75,25,5,749.3307434,96.80216667,0.075023923,0.1,15.5,97.5,97.75,100,96.36187077,14.00941268,0.75,0,Non-Winner
0.916666667,0.090909091,97.72727273,7.000694444,50,0,12,11,1,262.5,0,80,27,8,801.9419297,96.48704167,0.048218029,0.090909091,16,97.5,97.72727273,100,97.14140015,21.33006462,1,0,Non-Winner
1,1,100,7.000694444,250,0,5,4,2,1350,0,75,25,5,749.3307434,96.80216667,0.075023923,0.5,2,88.75,94.375,100,96.36187077,14.00941268,0.125,2,Non-Winner
0.666666667,0,97.5,7.000694444,50,0,51,30,7,454.9803922,0,75,24,8,890.2051105,96.48704167,0.085718029,0,23.88888889,90,97.08333333,97.5,97.00806682,18.41895351,0,0,Non-Winner
0.090909091,0.333333333,100,5.001388889,1200,0,22,3,3,1645.681818,0,103,23,18,1471.341298,92.52938462,0.114230769,1,1,95.63,95.63,95.63,90.71505781,9.026153846,0.666666667,0,Non-Winner
0.166666667,0.25,80,5.001388889,1200,0,11,1,1,1531.818182,0,103,23,18,1471.341298,92.52938462,0.114230769,1,2,80,80,80,90.71505781,9.026153846,1,0,Non-Winner
0.5,0.222222222,87.09,5.001388889,1200,0,17,12,10,2394.117647,0,103,23,18,1471.341298,92.52938462,0.114230769,0.7,4.2,70,87.173,97.5,90.71505781,9.026153846,0.5,0,Winner
0.678571429,0,97.5,7.000694444,250,0,52,31,7,447.1923077,0,71,23,4,766.0213141,96.82489394,0.095023923,0,24.36842105,90,97.10526316,97.5,96.46354541,14.08118301,0.25,0,Non-Winner
0,0,0,8.998611111,2400,0,0,0,0,0,0,63,17,14,1192.338423,41.6,0.102222222,0,100,0,0,0,86.73533333,10.03333333,0,2,Non-Winner
0.041666667,0,0,7,1750,0,83,3,3,1921.084337,0,47,22,18,1161.95124,83.35,0.261616162,1,1.666666667,87.5,89.37666667,91.88,70.669171,7.464285714,0,0,Non-Winner
0.166666667,0.25,89.5,7,1750,0,8,2,1,1712.5,0,47,22,18,1161.95124,83.35,0.261616162,1,2,90,90,90,70.669171,7.464285714,1,0,Non-Winner
1,0,95,7.000694444,50,0,1,1,0,0,0,80,27,8,801.9419297,96.48704167,0.048218029,0,7,95,95,95,97.14140015,21.33006462,0,0,Non-Winner
0.658536585,0.038461538,97.60416667,7.000694444,50,0,26,20,1,826.9230769,0,80,27,8,801.9419297,96.48704167,0.048218029,0.037037037,23.88888889,90,97.5,100,97.14140015,21.33006462,1,0,Non-Winner
0.115207373,0,97.5,7.000694444,50,0,379,23,1,1196.717678,0,80,27,8,801.9419297,96.48704167,0.048218029,0,46.16,97.5,97.6,100,97.14140015,21.33006462,0,0,Non-Winner
0.227272727,0,97.5,7.000694444,250,0,86,17,14,775.5348837,0,88,25,4,858.3095615,97.14967949,0.081293233,0,25.2,97.5,98.5,100,96.71041899,18.90057417,0.089285714,1,Winner
0,0,0,6.000694444,1500,0,380,24,1,1193.7,0,159,24,8,1147.622068,0,0.016666667,0,100,0,0,0,17.116,1,0.25,0,Non-Winner
0.1,0.058823529,88.185,6.000694444,1500,0,17,0,0,2100,0,159,24,8,1147.622068,0,0.016666667,0.5,2,83.79,88.185,92.58,17.116,1,0,0,Winner
0,0,0,28.00069444,0,0,0,0,0,0,0,35,7,3,1100.408145,56.47155556,0.053333333,0,100,0,0,0,96.07369697,16.91717172,0,2,Non-Winner
0.7,0.222222222,95.31333333,7.000694444,50,0,13,9,5,1000,0,83,28,8,781.201189,96.924375,0.041273585,0.428571429,16.14285714,90,95.98285714,100,97.22816206,19.96815986,0,0,Non-Winner
0.35,0.375,98.33333333,6.626388889,2250,0,44,15,13,1409.090909,0,96,16,10,1393.933612,74.69205714,0.141666667,0.857142857,1.285714286,81.25,90.80428571,100,95.37417882,13.7956044,0.179487179,2,Winner
0.156626506,0,0,3.000694444,650,0,221,23,4,894.9547511,0,115,18,8,1292.079649,35.65625,0.025641026,0.115384615,35.03846154,90,97.3,100,91.045825,33.1425,0,0,Non-Winner
0.523809524,0.090909091,97.77777778,7.000694444,250,0,13,9,1,565.3846154,0,98,24,6,911.9013867,97.12884615,0.061293233,0.181818182,62.54545455,80,96,100,96.88958566,18.96557417,0.25,0,Non-Winner
0.4,0,97.5,7.000694444,50,0,5,2,0,70,0,84,27,8,825.7162551,96.94725275,0.073571429,0,18.5,97.5,97.5,97.5,97.27722933,16.8594447,0,0,Winner
0.5,0.571428571,94.5325,6.626388889,2250,0,9,5,5,1222.222222,0,91,18,11,1265.310617,76.04272381,0.216666667,1,1.5,88.75,95.70375,100,94.28503596,12.18608059,0.4,1,Non-Winner
0.977777778,0.606060606,92.89510638,3.000694444,2100,0,70,29,27,1351.428571,0,155,24,9,1126.18703,55.58711111,0.094200641,0.818181818,1.772727273,81.08,91.71,99.96,37.37733333,1.583333333,0.555555556,0,Winner
0.071428571,0,0,3.000694444,650,0,11,1,2,633.6363636,0,154,21,8,1257.032138,35.65625,0.025641026,1,1,100,100,100,93.105825,19.75019231,0,1,Non-Winner
0,0,0,3.000694444,2100,0,165,41,8,1185.121212,0,136,22,13,1159.448501,74.16613239,0.215412763,0,100,0,0,0,55.71933333,1.646464646,0.028571429,0,Non-Winner
0.326530612,0.128205128,92.03125,3.000694444,650,0,165,40,7,1193.909091,0,126,15,8,1232.288781,17.25,0,0.145833333,19.47916667,82.5,96.328125,100,91.2402,36.25435897,0,0,Winner
0.555555556,0,83.75,6.626388889,2250,0,7,4,3,1407.142857,0,91,18,11,1265.310617,76.04272381,0.216666667,0.6,2.6,83.75,90.22,96.88,94.28503596,12.18608059,0,2,Non-Winner
0.25,0,95,28.00138889,0,0,6,1,0,300,0,56,9,3,1192.296564,12.892,0.004545455,0,8,95,95,95,95.40541667,18.7495098,0,0,Non-Winner
1,0.333333333,97.5,7.000694444,50,0,3,3,1,183.3333333,0,84,27,8,825.7162551,96.94725275,0.073571429,0.333333333,15.33333333,97.5,97.5,97.5,97.27722933,16.8594447,1,0,Non-Winner
0.421052632,0.6,85.37,5.000694444,2100,0,25,8,8,2072,0,158,17,3,1225.414006,0,0,1,1.125,81.14,85.2825,91.07,0,0,0.645833333,0,Winner
0.090909091,0.0625,87.5,3.000694444,650,0,18,1,1,1211.166667,0,154,21,8,1257.032138,35.65625,0.025641026,0.5,4.5,86.25,87.5,88.75,93.105825,19.75019231,0,0,Non-Winner
0,0,0,6.000694444,1500,0,14,0,0,960.7142857,0,159,24,8,1147.622068,0,0.016666667,0,100,0,0,0,17.116,1,0,2,Non-Winner
0.583333333,0.052631579,96.69678571,7.000694444,50,0,59,26,2,850.8813559,0,84,27,8,825.7162551,96.94725275,0.073571429,0.071428571,7.75,86.25,96.69678571,97.5,97.27722933,16.8594447,1,0,Non-Winner
0.591836735,0.0625,97.5,7.000694444,250,0,60,27,2,837.5333333,0,98,24,6,911.9013867,97.12884615,0.061293233,0.068965517,7.586206897,86.25,96.72448276,97.5,96.88958566,18.96557417,0.625,0,Non-Winner
0.774193548,0.086956522,97.5,7.000694444,50,0,33,23,3,513.6363636,0,84,27,8,825.7162551,96.94725275,0.073571429,0.125,24.25,97.5,97.60416667,100,97.27722933,16.8594447,0.666666667,0,Non-Winner
0.774193548,0.1,97.60416667,7.000694444,250,0,33,23,3,507.5757576,0,98,24,6,911.9013867,97.12884615,0.061293233,0.125,24.875,97.5,97.60416667,100,96.88958566,18.96557417,0.416666667,0,Non-Winner
0.8,0,0,3.000694444,650,0,7,4,3,1492.857143,0,154,21,8,1257.032138,35.65625,0.025641026,0.75,8,91.25,94.0625,97.5,93.105825,19.75019231,0,1,Non-Winner
0.421052632,0.125,97.5,7.000694444,250,0,20,7,4,177.5,0,98,24,6,911.9013867,97.12884615,0.061293233,0.125,25.125,97.5,98.125,100,96.88958566,18.96557417,0,3,Non-Winner
0.4375,0,97.5,7.000694444,250,0,90,13,4,666.6777778,0,98,24,6,911.9013867,97.12884615,0.061293233,0.142857143,8.142857143,88.75,96.20571429,98.75,96.88958566,18.96557417,0.125,0,Non-Winner
0,0,0,28.00138889,0,0,0,0,0,0,0,56,9,3,1192.296564,12.892,0.004545455,0,100,0,0,0,95.40541667,18.7495098,0,1,Non-Winner
0.97826087,0.602941176,92.96166667,7.000694444,2400,0,71,30,28,1361.971831,0,127,21,11,1344.558191,54.73123077,0.114777778,0.822222222,1.755555556,81.08,91.80733333,99.96,34.98733333,1.583333333,0.571428571,0,Winner
0.68,0.166666667,97.5,7.000694444,50,0,29,18,4,844.8275862,0,112,27,8,901.3560319,96.91784098,0.040238095,0.176470588,10,81.25,96.54411765,97.5,97.3684058,21.3094447,0.75,0,Non-Winner
0.692307692,0.157894737,97.5,7.000694444,250,0,30,19,4,818.3333333,0,99,24,6,849.7498715,97.14967949,0.049714286,0.166666667,9.722222222,81.25,96.59722222,97.5,97.09097455,21.99612972,0.375,0,Non-Winner
0.703703704,0.176470588,97.5,5.001388889,1200,0,31,20,4,800,0,103,23,18,1471.341298,92.52938462,0.114230769,0.157894737,9.578947368,81.25,96.64473684,97.5,90.71505781,9.026153846,0.75,0,Non-Winner
0.8,0.1,97.8125,7.000694444,50,0,12,8,1,225,0,84,27,8,825.7162551,96.94725275,0.073571429,0.125,10.625,97.5,97.8125,100,97.27722933,16.8594447,1,0,Non-Winner
0.818181818,0.1,97.77777778,7.000694444,250,0,13,9,1,211.5384615,0,98,24,6,911.9013867,97.12884615,0.061293233,0.111111111,10.11111111,97.5,97.77777778,100,96.88958566,18.96557417,0.25,0,Non-Winner
0.260869565,0.083333333,97.5,7.000694444,50,0,87,18,15,769.4942529,0,100,27,5,916.4226986,96.91784098,0.056904762,0.166666667,21.33333333,97.5,98.33333333,100,97.01056266,19.04277803,0.066666667,0,Non-Winner
0.2,0,0,3.000694444,650,0,26,6,4,1070.192308,0,154,21,8,1257.032138,35.65625,0.025641026,0.333333333,102,81.25,87,97.5,93.105825,19.75019231,0,1,Non-Winner
0.23364486,0.2,93.23,5.000694444,900,0,135,19,15,1548.148148,0,154,27,12,1234.351783,96.4447205,0.077828354,0.8,10.4,81.25,91.276,100,96.05054083,19.48011204,0.866666667,0,Winner
0.513513514,0.634920635,97.1474359,30.00416667,500,0,39,31,26,1046.794872,0,142,14,7,1048.434601,59.45518644,0.170215611,1,1,100,100,100,100,1,0.961538462,0,Winner
1,0,97.5,7.000694444,50,0,3,2,0,100,0,84,27,8,825.7162551,96.94725275,0.073571429,0,38.5,97.5,97.5,97.5,97.27722933,16.8594447,0,0,Non-Winner
0.5,0,50,7.000694444,50,0,28,1,0,1592.857143,0,84,27,8,825.7162551,96.94725275,0.073571429,0,9,50,50,50,97.27722933,16.8594447,0,0,Non-Winner
0.682926829,0.096774194,95.7,7.000694444,50,0,44,25,3,581.8181818,0,84,27,8,825.7162551,96.94725275,0.073571429,0.142857143,8.642857143,50,95.87071429,100,97.27722933,16.8594447,1,0,Non-Winner
0.69047619,0.1,95.76923077,7.000694444,250,0,45,26,3,570,0,96,23,6,899.4165382,97.49583333,0.061293233,0.137931034,8.655172414,50,95.92689655,100,97.22503968,22.20953968,0.416666667,0,Non-Winner
0.181818182,0,0,6.626388889,2250,0,17,2,0,1252.941176,0,91,18,11,1265.310617,76.04272381,0.216666667,0,25,97.5,97.5,97.5,94.28503596,12.18608059,0,2,Non-Winner
0,0,0,7.000694444,50,0,0,0,0,0,0,84,27,8,825.7162551,96.94725275,0.073571429,0,100,0,0,0,97.27722933,16.8594447,0,1,Non-Winner
0,0,0,30.00416667,500,0,770,5,0,1136.764286,0,138,20,12,1082.708829,58.88467362,0.290222993,0,100,0,0,0,100,1,0,0,Non-Winner
1,1,83.75,6.225,1800,0,10,5,4,692.5,0,172,12,6,1628.082267,19.3028,0.082352941,1,2,83.75,87.815,91.88,94.42353077,12.52615385,0.2,0,Winner
0.368421053,0.125,97.5,7.000694444,50,0,24,7,1,441.6666667,0,84,27,8,825.7162551,96.94725275,0.073571429,0.142857143,14.42857143,97.5,97.5,97.5,97.27722933,16.8594447,1,0,Non-Winner
0.4,0.111111111,97.5,7.000694444,250,0,25,8,1,426,0,98,24,6,911.9013867,97.12884615,0.061293233,0.125,14,97.5,97.5,97.5,96.88958566,18.96557417,0.25,0,Non-Winner
0.470588235,0.714285714,92.041,5.265972222,2100,0,19,8,8,1083.421053,0,65,13,6,1066.609476,95.58183333,0.212444444,0.875,1.25,86.25,91.25,96.25,92.00376667,7.51,0.5,1,Winner
0,0,0,5.001388889,1200,0,6,0,0,2250,0,103,23,18,1471.341298,92.52938462,0.114230769,0,100,0,0,0,90.71505781,9.026153846,0,0,Non-Winner
1,0.25,98.125,7.000694444,250,0,4,4,1,200,0,98,24,6,911.9013867,97.12884615,0.061293233,0.25,8.5,97.5,98.125,100,96.88958566,18.96557417,0.25,0,Non-Winner
0.25,0,97.5,7.000694444,50,0,18,3,0,1308.333333,0,84,27,8,825.7162551,96.94725275,0.073571429,0,17.66666667,92.5,95.83333333,97.5,97.27722933,16.8594447,0,0,Non-Winner
0.24,0.44,95.25,5.265972222,2100,0,24,5,5,1478.125,0,64,14,7,987.668687,94.94003333,0.267301587,1,1.333333333,85,89.61,97.5,92.33176667,7.493333333,0.4,1,Winner
0.225352113,0.03030303,97.66666667,7.000694444,50,0,130,16,2,1368.269231,0,84,27,8,825.7162551,96.94725275,0.073571429,0.125,14.5,83.75,96.796875,100,97.27722933,16.8594447,0.5,0,Non-Winner
0.236111111,0.028571429,97.65625,7.000694444,250,0,131,17,2,1358.206107,0,98,24,6,911.9013867,97.12884615,0.061293233,0.117647059,14.41176471,83.75,96.83823529,100,96.88958566,18.96557417,0.375,0,Non-Winner
0.928571429,0.071428571,97.5,7.000694444,250,0,19,13,1,146.0526316,0,98,24,6,911.9013867,97.12884615,0.061293233,0.076923077,11.61538462,97.5,97.5,97.5,96.88958566,18.96557417,0.25,0,Non-Winner
0.933333333,0.066666667,97.5,7.000694444,50,0,20,14,1,151.25,0,84,27,8,825.7162551,96.94725275,0.073571429,0.071428571,11.71428571,97.5,97.5,97.5,97.27722933,16.8594447,1,0,Non-Winner
0.111111111,0,0,7.000694444,2400,0,20,0,0,1005,0,121,25,16,1304.761381,73.3235641,0.235366013,0.5,2.5,90.4,94.635,98.87,53.3488,1.640740741,0,0,Non-Winner
1,0.5,98.75,7.000694444,50,0,6,5,2,1166.666667,0,84,27,8,825.7162551,96.94725275,0.073571429,0.333333333,8.666666667,88.75,95.41666667,100,97.27722933,16.8594447,0.5,0,Non-Winner
0,0.03125,91.81333333,7.000694444,2400,0,168,19,4,1200.979167,0,121,25,16,1304.761381,73.3235641,0.235366013,0,100,0,0,0,53.3488,1.640740741,0.3,0,Non-Winner
1,0.333333333,98.33333333,7.000694444,250,0,7,6,2,1007.142857,0,98,24,6,911.9013867,97.12884615,0.061293233,0.25,10.25,88.75,95.9375,100,96.88958566,18.96557417,0.125,1,Non-Winner
0.234042553,0.2,95,7.000694444,250,0,48,8,4,1626.5625,0,98,24,6,911.9013867,97.12884615,0.061293233,0.727272727,3.545454545,81.34,91.10727273,97.5,96.88958566,18.96557417,0,0,Non-Winner
0,0,0,28.00069444,0,0,0,0,0,0,0,35,7,3,1100.408145,56.47155556,0.053333333,0,100,0,0,0,96.07369697,16.91717172,0,2,Non-Winner
0,0,0,28.00069444,0,0,0,0,0,0,0,35,7,3,1100.408145,56.47155556,0.053333333,0,100,0,0,0,96.07369697,16.91717172,0,2,Non-Winner
1,0.2,98,7.000694444,50,0,5,5,1,130,0,84,27,8,825.7162551,96.94725275,0.073571429,0.2,16.8,97.5,98,100,97.27722933,16.8594447,1,0,Non-Winner
0.307692308,0,97.5,7.000694444,250,0,19,4,0,1242.105263,0,98,24,6,911.9013867,97.12884615,0.061293233,0,16.25,92.5,96.25,97.5,96.88958566,18.96557417,0,1,Non-Winner
1,0.807692308,93.16958333,5.000694444,1500,0,14,12,11,1432.142857,0,94,22,17,1588.106569,90.98380851,0.220895512,0.909090909,1.454545455,83.75,93.29545455,98.75,89.02852821,9.233846154,0.522727273,0,Winner
0.727272727,1,87.43,5.000694444,1500,0,14,10,5,932.1428571,0,92,22,17,1467.33514,90.49272518,0.353862545,0.375,18.75,90,96.1725,100,90.59588578,8.044755245,0.2,2,Winner
0.33557047,0.017857143,97.42857143,7.000694444,50,0,161,40,8,1180.714286,0,86,22,7,834.178692,96.9321267,0.07,0.16,19.06,82.5,96.4,100,97.39722933,19.4974447,0.125,0,Non-Winner
0.33557047,0.02,97.5,7.000694444,250,0,161,40,8,1179.47205,0,73,20,5,777.5221283,97.14967949,0.077293233,0.16,19.06,82.5,96.4,100,97.13041899,20.12857417,0.09375,0,Non-Winner
0.3125,0.071428571,79.917,5.000694444,1650,0,18,7,1,2058.333333,0,96,17,11,1518.90888,90.25240025,0.271994114,0.3,3.1,75,79.917,85.44,66.31208957,3.180543478,0.8,0,Non-Winner
0.869565217,0.62962963,87.2445,5.000694444,1650,0,23,14,11,1894.565217,0,94,16,9,1312.57917,90.76073102,0.242364485,0.85,1.75,79.78,87.2445,94.67,65.94207845,3.131932367,0.727272727,0,Winner
0.169230769,0.101449275,86.04888889,5.000694444,1650,0,39,6,3,1859.615385,0,96,17,11,1518.90888,90.25240025,0.271994114,0.545454545,2.636363636,78.56,83.73272727,92.56,66.31208957,3.180543478,0.733333333,0,Winner
0,0,0,7.000694444,50,0,56,0,0,1014.732143,0,84,27,8,825.7162551,96.94725275,0.073571429,0,100,0,0,0,97.27722933,16.8594447,0,0,Non-Winner
0,0,0,5.000694444,1500,0,134,0,0,2104.067164,0,92,22,17,1467.33514,90.49272518,0.353862545,0,100,0,0,0,90.59588578,8.044755245,0,0,Non-Winner
0.5,0.375,95.126,6.626388889,2250,0,55,15,14,1502.727273,0,94,16,10,1375.206339,75.33352381,0.141666667,1,1.166666667,91.25,94.75545455,99.38,94.58394505,13.81941392,0.119047619,0,Winner
0.5,0,97.5,7.000694444,50,0,6,1,0,175,0,84,27,8,825.7162551,96.94725275,0.073571429,0,31,97.5,97.5,97.5,97.27722933,16.8594447,0,0,Non-Winner
0,0,0,28.00138889,0,0,0,0,0,0,0,56,9,3,1192.296564,12.892,0.004545455,0,100,0,0,0,95.40541667,18.7495098,0,1,Non-Winner
0,0,0,7.000694444,50,0,0,0,0,0,0,84,27,8,825.7162551,96.94725275,0.073571429,0,100,0,0,0,97.27722933,16.8594447,0,1,Non-Winner
0.176470588,0.0625,98.75,5.000694444,900,0,104,13,4,1127.139423,0,160,29,14,1318.553529,95.3407205,0.105328354,0.166666667,10.91666667,85,95.83333333,98.75,95.13907417,19.37677871,0.5,0,Winner
0,0,0,7.000694444,50,0,0,0,0,0,0,84,27,8,825.7162551,96.94725275,0.073571429,0,100,0,0,0,97.27722933,16.8594447,0,1,Non-Winner
0,0,0,28.00069444,0,0,0,0,0,0,0,35,7,3,1100.408145,56.47155556,0.053333333,0,100,0,0,0,96.07369697,16.91717172,0,2,Non-Winner
0,0,0,7.000694444,50,0,0,0,0,0,0,84,27,8,825.7162551,96.94725275,0.073571429,0,100,0,0,0,97.27722933,16.8594447,0,1,Non-Winner
0.5,0,94.80769231,7.000694444,50,0,92,39,9,606.1413043,0,99,23,7,949.0932883,97.45630252,0.073571429,0,17.95652174,97.5,97.60869565,100,97.1554902,19.71814035,0,0,Non-Winner
0.923076923,0.083333333,97.70833333,7.000694444,250,0,13,12,1,246.1538462,0,98,24,6,911.9013867,97.12884615,0.061293233,0.083333333,17.33333333,97.5,97.70833333,100,96.88958566,18.96557417,0.75,0,Non-Winner
0.928571429,0.076923077,97.69230769,7.000694444,50,0,14,13,1,246.4285714,0,84,27,8,825.7162551,96.94725275,0.073571429,0.076923077,17.38461538,97.5,97.69230769,100,97.27722933,16.8594447,1,0,Non-Winner
0,0,0,7.000694444,50,0,0,0,0,0,0,84,27,8,825.7162551,96.94725275,0.073571429,0,100,0,0,0,97.27722933,16.8594447,0,1,Non-Winner
0,0,0,5.265972222,2100,0,2,0,0,450,0,56,9,8,1117.713359,93.99003333,0.31826455,0,100,0,0,0,90.9037,6.266666667,0,1,Non-Winner
1,0,97.5,7.000694444,50,0,15,15,0,50,0,84,27,8,825.7162551,96.94725275,0.073571429,0,23.2,97.5,97.5,97.5,97.27722933,16.8594447,0,0,Non-Winner
1,0,97.5,7.000694444,50,0,6,5,0,62.5,0,84,27,8,825.7162551,96.94725275,0.073571429,0,29.6,97.5,97.5,97.5,97.27722933,16.8594447,0,0,Non-Winner
0.9375,0,97.5,7.000694444,250,0,10,10,0,150,0,98,24,6,911.9013867,97.12884615,0.061293233,0,28.06666667,97.5,97.66666667,100,96.88958566,18.96557417,0,0,Non-Winner
